49726	333385399	284031292	128.721	109.665	-83.615489	46.002363\
49727	334371145	27002851	129.101	10.426	-85.105817	45.125273\
49728	463888684	69150692	179.108	26.699	-85.028468	46.411594\
49729	97813213	13646183	37.766	5.269	-85.292072	45.166897\
49730	241962859	1005941	93.422	0.388	-84.867529	45.044034\
49733	327389513	3363287	126.406	1.299	-84.696639	44.806466\
49735	648950376	20612397	250.561	7.958	-84.670317	44.997939\
49736	209709276	113904769	80.969	43.979	-84.075903	46.067629\
49738	760457421	14940841	293.614	5.769	-84.609421	44.698328\
49740	320240087	43828562	123.645	16.922	-85.008345	45.524807\
49743	233255423	4573092	90.06	1.766	-83.893364	45.266958\
49744	91840768	111208	35.46	0.043	-83.657097	44.993123\
49745	203861100	26750246	78.711	10.328	-84.522382	46.03979\
49746	548435123	33038560	211.752	12.756	-83.954868	45.064388\
49747	250455161	551616	96.701	0.213	-83.65314	44.849651\
49748	271760891	2686519	104.927	1.037	-85.212879	46.374911\
49749	188225040	36490645	72.674	14.089	-84.567774	45.425744\
49751	392765018	5645513	151.647	2.18	-84.430167	44.982838\
49752	66382317	770607	25.63	0.298	-84.434511	46.254145\
49753	442574949	12523805	170.879	4.835	-83.777981	45.01915\
49755	258501357	15219443	99.808	5.876	-84.801026	45.634591\
49756	423565279	13560053	163.539	5.236	-84.279735	44.824731\
49757	11271216	37531699	4.352	14.491	-84.62144	45.856211\
49759	390682198	18415970	150.843	7.11	-84.096086	45.417476\
49760	371973445	22826571	143.62	8.813	-84.90251	46.04057\
49762	566576739	230991095	218.757	89.186	-85.337504	46.104713\
49764	154134	0	0.06	0	-84.827403	45.424174\
49765	650567686	28580787	251.186	11.035	-84.24252	45.328392\
49766	114729196	21654791	44.297	8.361	-83.432043	44.908297\
49768	426629704	80779124	164.723	31.189	-85.117026	46.654828\
49769	138196709	7369714	53.358	2.845	-84.861835	45.57077\
49770	284073133	37429405	109.681	14.452	-84.897137	45.331217\
49774	417388994	75864372	161.155	29.291	-84.315258	46.162451\
49775	90946628	34427755	35.115	13.293	-84.482428	45.775516\
49776	320238036	4084451	123.645	1.577	-83.680373	45.232202\
49777	164912894	83543497	63.673	32.256	-83.507135	45.30553\
49779	312540681	59262359	120.673	22.881	-83.863353	45.407692\
49780	775496778	8087151	299.421	3.122	-84.728653	46.213013\
49781	203742753	57256711	78.666	22.107	-84.791142	45.884117\
49782	188272628	5116294	72.692	1.975	-85.542708	45.674252\
49783	391215697	104556236	151.049	40.369	-84.289054	46.416901\
49788	20071746	91948	7.75	0.036	-84.465049	46.265348\
49791	2783613	0	1.075	0	-84.595765	45.486755\
49793	159958212	4351655	61.76	1.68	-85.063688	46.202918\
49795	338278987	2169862	130.61	0.838	-84.578935	45.16083\
49796	5246162	5188718	2.026	2.003	-84.959158	45.262557\
49799	286265484	3516383	110.528	1.358	-84.580384	45.262297\
49801	390422217	13187782	150.743	5.092	-87.978445	45.960732\
49802	20523117	1431807	7.924	0.553	-88.077894	45.80106\
49805	77949599	6037305	30.097	2.331	-88.351333	47.367298\
49806	118452096	40063686	45.735	15.469	-86.901161	46.452414\
49807	543621989	31538733	209.894	12.177	-87.345866	45.771531\
49808	418589644	144667863	161.618	55.857	-87.846605	46.824795\
49812	184753276	69400	71.334	0.027	-87.50312	45.591632\
49814	600922059	22683105	232.017	8.758	-87.905613	46.565613\
49815	304059240	5239514	117.398	2.023	-87.96424	46.185396\
49816	143802898	5194678	55.523	2.006	-86.895309	46.285383\
49817	237722150	1225421	91.785	0.473	-86.4583	45.96199\
49818	465782131	3149211	179.839	1.216	-87.349341	45.965215\
49819	33681746	204560	13.005	0.079	-87.456296	46.108909\
49820	52894922	781690	20.423	0.302	-85.654178	46.190094\
49821	373703080	1864648	144.288	0.72	-87.631007	45.529658\
49822	157196735	20756280	60.694	8.014	-87.024586	46.433521\
49825	58966148	224472	22.767	0.087	-86.994898	46.346884\
49826	36993611	219844	14.283	0.085	-87.052838	46.323306\
49827	266273645	5053417	102.809	1.951	-85.560604	46.177009\
49829	168706902	14770443	65.138	5.703	-87.138174	45.763637\
49831	302179010	4637705	116.672	1.791	-87.866119	46.012823\
49833	20965929	1691012	8.095	0.653	-87.32764	46.293045\
49834	93400832	1710375	36.062	0.66	-87.768387	45.945664\
49835	244514489	26628525	94.408	10.281	-86.562598	45.735775\
49836	261738948	54766458	101.058	21.145	-85.903573	46.201767\
49837	178324579	21290734	68.852	8.22	-87.077378	45.867413\
49838	361194846	13940582	139.458	5.382	-85.736564	46.032474\
49839	359697581	59239715	138.88	22.873	-86.108426	46.618009\
49840	467664163	44442592	180.566	17.159	-86.013107	46.095857\
49841	496890591	11318795	191.851	4.37	-87.465727	46.275163\
49847	153026742	780300	59.084	0.301	-87.636201	45.704676\
49848	11088489	0	4.281	0	-87.636417	45.378247\
49849	736649049	34165591	284.422	13.191	-87.756405	46.432711\
49852	614207	77421	0.237	0.03	-87.816777	45.786249\
49853	439204418	28051973	169.578	10.831	-85.750902	46.368293\
49854	1341622740	93389372	518.003	36.058	-86.304483	46.061609\
49855	519587375	104736828	200.614	40.439	-87.455319	46.578823\
49858	222264516	20427563	85.817	7.887	-87.57647	45.218742\
49861	508479114	36553620	196.325	14.113	-88.243403	46.481564\
49862	425038050	115505064	164.108	44.597	-86.701876	46.395079\
49863	1410791	0	0.545	0	-87.551575	45.613385\
49864	12282466	0	4.742	0	-86.672584	45.871476\
49866	376960622	12452535	145.545	4.808	-87.580782	46.521482\
49868	1825957779	95475302	705.006	36.863	-85.518321	46.51035\
49870	142384720	1316762	54.975	0.508	-87.878972	45.867228\
49871	33740186	2882274	13.027	1.113	-87.552178	46.425061\
49872	49103087	0	18.959	0	-87.084351	46.021064\
49873	435359763	738053	168.093	0.285	-87.578753	45.890463\
49874	102483700	334084	39.569	0.129	-87.473942	45.714924\
49876	8958243	607091	3.459	0.234	-87.98283	45.80269\
49877	315416751	1117275	121.783	0.431	-87.705499	46.148036\
49878	1209809415	91655550	467.11	35.388	-86.860412	45.945698\
49879	365709337	20188166	141.201	7.795	-88.038808	46.358718\
49880	560327366	2205213	216.344	0.851	-87.222361	46.110988\
49881	120347840	882120	46.467	0.341	-88.047262	46.07322\
49883	696716404	24239997	269.004	9.359	-86.000888	46.431726\
49884	729104326	28682839	281.509	11.075	-86.32377	46.405214\
49885	381392600	2308313	147.257	0.891	-87.19832	46.33805\
49886	40256200	0	15.543	0	-87.527012	45.739188\
49887	555976315	35509405	214.664	13.71	-87.550635	45.42934\
49891	220698498	994788	85.212	0.384	-87.022529	46.241277\
49892	421838397	8959020	162.873	3.459	-87.785711	45.818087\
49893	194404996	1869824	75.06	0.722	-87.605155	45.297038\
49894	2184551	79271	0.843	0.031	-87.075139	45.786047\
49895	566337350	20244116	218.664	7.816	-86.665885	46.165312\
49896	152134363	226557	58.739	0.087	-87.389319	45.677575\
49901	6286503	0	2.427	0	-88.395376	47.307745\
49902	816798	0	0.315	0	-88.379881	46.043004\
49903	480599098	8533467	185.56	3.295	-88.445286	46.332624\
49905	153695144	31184223	59.342	12.04	-88.722062	47.121853\
49908	268589133	28058205	103.703	10.833	-88.557216	46.768216\
49910	314096852	25217756	121.273	9.737	-89.609523	46.613001\
49911	107243307	72972	41.407	0.028	-90.050345	46.490623\
49912	554920608	4209230	214.256	1.625	-89.194224	46.496716\
49913	181467089	4257891	70.065	1.644	-88.458488	47.243192\
49915	2326962	0	0.898	0	-88.622018	46.065123\
49916	276552578	16804312	106.778	6.488	-88.586331	46.9841\
49917	4444589	0	1.716	0	-88.359132	47.281359\
49918	122104050	62755510	47.145	24.23	-87.867327	47.434599\
49919	307745545	9135257	118.821	3.527	-88.456848	46.486141\
49920	1095137278	63912821	422.835	24.677	-88.295423	46.142545\
49921	1050306	5298	0.406	0.002	-88.582649	47.092564\
49922	15203238	6369830	5.87	2.459	-88.483267	47.100599\
49925	328159790	233527	126.703	0.09	-89.374684	46.544419\
49927	45206896	809145	17.454	0.312	-88.566239	46.041681\
49929	45763815	0	17.67	0	-89.149533	46.781097\
49930	126694054	12092571	48.917	4.669	-88.539582	47.16483\
49931	73593966	7116334	28.415	2.748	-88.572787	47.084375\
49934	5722885	1440964	2.21	0.556	-88.44045	47.174273\
49935	1229775122	33493117	474.819	12.932	-88.752142	46.175626\
49938	616361708	54822179	237.979	21.167	-90.131856	46.584324\
49942	2640830	19038	1.02	0.007	-88.408098	47.274975\
49945	429643879	43752002	165.886	16.893	-88.317268	47.183187\
49946	703612959	67483723	271.666	26.056	-88.321592	46.720894\
49947	827187065	38316629	319.379	14.794	-89.616356	46.385417\
49948	344218008	1267381	132.903	0.489	-89.020015	46.711175\
49950	462748356	29599657	178.668	11.428	-88.133198	47.386209\
49952	170361027	3525197	65.777	1.361	-88.785769	46.70225\
