80.81.159.21 	80 	elite 	18.01.12 17:03 	1/5 	129,27 KB/s 	Lebanon 	check
80.81.159.21 	80 	elite 	19.01.12 11:19 	1/5 	130,31 KB/s 	Lebanon 	check
80.81.159.21 	8080 	elite 	19.01.12 07:11 	1/5 	130,31 KB/s 	Lebanon 	check
81.183.213.50 	808 	elite 	19.01.12 00:53 	1/5 	169,20 KB/s 	Hungary 	check
81.25.55.138 	3128 	elite 	19.01.12 08:38 	5/5 	122,57 KB/s 	Unknown 	check
81.56.115.93 	3128 	elite 	19.01.12 01:58 	3/5 	201,82 KB/s 	France 	check
82.116.218.62 	80 	elite 	19.01.12 00:57 	5/5 	672,16 KB/s 	Cyprus 	check
82.116.220.1 	80 	elite 	18.01.12 14:25 	5/5 	1.710,72 KB/s 	Cyprus 	check
82.116.220.10 	80 	elite 	19.01.12 06:57 	5/5 	1.767,20 KB/s 	Cyprus 	check
82.116.220.2 	80 	elite 	18.01.12 23:10 	5/5 	1.194,72 KB/s 	Cyprus 	check
82.116.221.87 	80 	elite 	19.01.12 00:51 	5/5 	1.190,73 KB/s 	Cyprus 	check
82.165.143.89 	80 	elite 	19.01.12 09:09 	5/5 	648,68 KB/s 	Germany 	check
82.200.55.142 	3128 	elite 	19.01.12 04:36 	3/5 	70,66 KB/s 	Russian Federation 	check
83.149.126.37 	3128 	elite 	19.01.12 03:53 	4/5 	648,10 KB/s 	Netherlands 	check
83.219.229.17 	3128 	elite 	19.01.12 05:49 	2/5 	135,20 KB/s 	Russian Federation 	check
84.201.40.171 	8080 	elite 	18.01.12 23:43 	5/5 	683,03 KB/s 	Switzerland 	check
84.33.192.124 	81 	elite 	18.01.12 18:47 	2/5 	552,24 KB/s 	Italy 	check
84.33.192.124 	81 	elite 	19.01.12 04:48 	1/5 	420,52 KB/s 	Italy 	check
85.132.122.138 	3128 	elite 	19.01.12 04:37 	3/5 	94,15 KB/s 	Azerbaijan 	check
85.138.141.88 	8080 	elite 	18.01.12 14:25 	5/5 	36,65 KB/s 	Portugal 	check
85.195.138.114 	80 	elite 	18.01.12 20:54 	5/5 	26,31 KB/s 	Unknown 	check
85.195.138.114 	80 	elite 	18.01.12 23:44 	5/5 	25,36 KB/s 	Unknown 	check
85.195.138.63 	80 	elite 	19.01.12 06:08 	5/5 	31,82 KB/s 	Unknown 	check
85.195.138.82 	80 	elite 	19.01.12 06:19 	5/5 	29,11 KB/s 	Unknown 	check
85.214.248.178 	8080 	elite 	18.01.12 13:34 	5/5 	2.319,28 KB/s 	Germany 	check
85.214.84.104 	8080 	elite 	18.01.12 23:10 	5/5 	2.397,89 KB/s 	Germany 	check
85.248.69.124 	80 	elite 	19.01.12 11:07 	5/5 	375,94 KB/s 	Slovakia 	check
86.111.106.205 	808 	elite 	19.01.12 10:41 	4/5 	270,37 KB/s 	Unknown 	check
87.251.177.168 	3128 	elite 	19.01.12 06:01 	5/5 	83,19 KB/s 	Unknown 	check
89.179.74.135 	3128 	elite 	18.01.12 18:48 	4/5 	22,38 KB/s 	Unknown 	check
89.200.179.116 	3128 	elite 	19.01.12 07:15 	5/5 	75,91 KB/s 	Unknown 	check
89.218.94.139 	3128 	elite 	19.01.12 06:25 	3/5 	74,92 KB/s 	Unknown 	check
91.214.48.38 	3128 	elite 	19.01.12 04:58 	5/5 	163,22 KB/s 	Ukraine 	check
91.230.124.5 	80 	elite 	19.01.12 02:27 	5/5 	55,03 KB/s 	Unknown 	check
91.93.132.210 	80 	elite 	19.01.12 01:56 	5/5 	187,52 KB/s 	Unknown 	check
92.46.119.133 	3128 	elite 	19.01.12 03:24 	2/5 	77,33 KB/s 	Kazakhstan 	check
92.50.133.26 	81 	elite 	19.01.12 04:24 	1/5 	79,46 KB/s 	Unknown 	check
92.53.69.108 	3128 	elite 	19.01.12 10:41 	5/5 	164,18 KB/s 	Unknown 	check
93.166.121.107 	8118 	elite 	19.01.12 03:31 	5/5 	207,56 KB/s 	Unknown 	check
93.181.134.204 	8080 	elite 	19.01.12 05:24 	2/5 	63,65 KB/s 	Unknown 	check
94.190.18.216 	3128 	elite 	19.01.12 06:37 	5/5 	97,11 KB/s 	Unknown 	check
94.251.182.30 	8080 	elite 	18.01.12 23:04 	5/5 	224,91 KB/s 	Unknown 	check
94.41.108.214 	3128 	elite 	19.01.12 10:06 	2/5 	30,01 KB/s 	Russian Federation 	check
95.31.214.137 	3128 	elite 	19.01.12 06:18 	5/5 	177,33 KB/s 	Unknown 	check
95.31.216.41 	8080 	elite 	19.01.12 08:41 	3/5 	130,05 KB/s 	Unknown 	check
95.65.27.202 	3128 	elite 	19.01.12 04:55 	5/5 	161,02 KB/s 	Unknown 	check
